Unique id,channel_name,category,Sub-category,Customer Remarks,Order_id,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift,CSAT Score
99d1b6ba-f8d6-4b0f-8fa3-aca8f24c6d95,Inbound,Returns,Service Centres Related,,7d282066-c972-4c67-8780-e24283063fa0,6/5/2023 20:01,2/8/2023 21:46,2/8/2023 21:46,2-Aug-23,MANDI,Books & General merchandise,4599,,Colleen Hall,Landon Tanaka,John Smith,>90,Split,5
3791fd24-04ed-4ea2-b6d4-bf9f938a3740,Inbound,Returns,Reverse Pickup Enquiry,,82a59500-7134-40f4-8d50-08c2b347a414,29/07/2023 12:02,31/07/2023 21:48,1/8/2023 9:55,1-Aug-23,FARIDABAD,LifeStyle,205,,Bradley Nelson,Brayden Wong,John Smith,>90,Evening,3
d4de1baf-66fe-4f62-8249-53f21b53adad,Inbound,Returns,Missing,Every this is good for me. M happy with it.she is very good for me. An excellent service was provided by her.,5949ed8a-dd00-4359-8b75-fa8559c38579,,1/8/2023 11:37,1/8/2023 12:06,1-Aug-23,,,,,Michael Brady,Layla Taniguchi,Emily Chen,>90,Morning,5
1a88e765-1314-4487-a7bb-a8223aa5124c,Inbound,Order Related,Delayed,,21b55cd2-6b0a-429c-9244-3b891a143288,,2/8/2023 8:54,2/8/2023 9:00,2-Aug-23,,,,,Jessica Nixon,Harper Wong,Emily Chen,>90,Split,5
7fcce7ef-fd87-485d-bd46-4aa6e63f45af,Inbound,Order Related,Invoice request,You're service is outstandingSorry to say but application me   fill hona chahiye ki aap ka product delivery hone k 24 hours me aap ki application me invoice download ka option aa jayega taki   dhoondhna na apde Me morning se dhoondh   hu ????Sorry don't mind customer service representative ne kaha uske baad pata   24 hour's me show hoga option ,4a30d502-61d9-4a9b-9a8f-5b96678e1ced,,1/8/2023 17:46,1/8/2023 17:48,1-Aug-23,,,,,Dalton Oneal,Noah Patel,Michael Lee,31-60,Evening,5
d3a6f3be-95e8-4514-a8e1-e6e5e9477677,Inbound,Returns,Return request,,7746fe06-4825-4b9c-b06e-a5c08ba03c57,,1/8/2023 23:59,2/8/2023 0:25,2-Aug-23,,,,,John Gonzalez,Noah Patel,Michael Lee,31-60,Night,5
33555d52-2397-4001-8cf2-789f5a6be7c3,Inbound,Returns,Missing,,f1270220-d73e-4142-9c7f-8b0cd5bd30f7,,1/8/2023 19:09,1/8/2023 19:27,1-Aug-23,,,,,Mrs. Heather Williams,Isabella Wong,Emily Chen,>90,Split,5
c89b8417-7165-4ee6-9d30-40c4c7ab3103,Inbound,Refund Related,Refund Related Issues,Good,a2484fcf-0338-4451-b005-c72f9a030722,,2/8/2023 17:16,2/8/2023 17:18,2-Aug-23,,,,,Michael Cooper,Ethan Nakamura,Emily Chen,0-30,Evening,5
667c2da6-9cfd-40b8-8462-a3c54af52f70,Email,Order Related,Delayed,,b6036df0-e1af-4a72-b4af-aba1d529e8b1,21/07/2023 22:36,2/8/2023 10:15,2/8/2023 10:16,2-Aug-23,BASAVAKALYAN,Books & General merchandise,287,,Joshua Greene,Scarlett Chen,John Smith,0-30,Morning,5
aef2dfec-9acb-429e-b3b2-8bb9b66d861a,Inbound,Order Related,Installation/demo,Super se bhi   jii ,fd845249-c1a7-4b80-b6d4-607b85eb4052,11/2/2023 22:42,1/8/2023 12:39,1/8/2023 16:58,1-Aug-23,SAGAR,Home,184,,Cory Collins,Mia Yamamoto,Emily Chen,>90,Evening,5
fa9745aa-9dca-4a34-b295-c26224356c02,Inbound,Returns,Wrong,,bd91043d-0541-4896-b650-9ce6637cf32d,27/07/2023 10:41,1/8/2023 10:07,1/8/2023 10:38,1-Aug-23,ASANSOL,LifeStyle,800,,Jamie Smith,Scarlett Chen,John Smith,0-30,Morning,2
7effc430-a4fe-4684-b919-2a1608528335,Email,Refund Related,Refund Related Issues,Avoid such fraud distributor ,f42de069-3b73-4bcf-ab1a-02b79a5659c0,,1/8/2023 14:11,1/8/2023 15:52,1-Aug-23,,,,,Chad Burns,Ava Wong,William Kim,On Job Training,Evening,4
2227d2f6-c9a3-4904-a9ef-a8f77eb69c88,Inbound,Returns,Service Centres Related,Nice and good answer,fffd7a60-4ff1-4f6c-b94b-54e0db9bb0aa,,1/8/2023 21:01,1/8/2023 21:02,1-Aug-23,,,,,Brandon Martin,Nathan Patel,John Smith,>90,Afternoon,5
7e3c4a05-b3e7-47bc-9196-e9beb41fac96,Inbound,Order Related,Order status enquiry,I realy impressed your customers support service. ,6a29cab1-e280-4e50-a60a-cc373c598110,,1/8/2023 17:03,1/8/2023 17:05,1-Aug-23,,,,,Michelle Cunningham,Emma Park,John Smith,31-60,Morning,5
649fa45c-cf61-4fab-a78f-72fd662697bf,Inbound,Returns,Reverse Pickup Enquiry,,b8214154-2546-4492-87d2-8d3787033ae8,,1/8/2023 23:09,1/8/2023 23:23,1-Aug-23,,,,,Douglas Smith,Brayden Wong,John Smith,>90,Evening,4
1e9f65e8-aff7-4434-8018-0981484fe108,Outcall,Returns,Return request,I have interacted with the most nice customer executive so far. It was a great experience with Shopzilla. Thank you.,a51976a8-da94-4661-8a89-637964aa6eae,,2/8/2023 23:14,2/8/2023 23:16,2-Aug-23,,,,,Robert Lara,Brayden Wong,John Smith,31-60,Evening,5
4226480a-40a1-4737-940b-0b558eac39b1,Inbound,Returns,Technician Visit,,aa228c27-59c1-4915-803f-1a8a790cbfc4,,1/8/2023 7:31,1/8/2023 7:33,1-Aug-23,,,,,Chad Burns,Ava Wong,William Kim,On Job Training,Evening,5
78931f62-bd1b-44e1-a2d3-10e36dffb969,Inbound,Returns,Reverse Pickup Enquiry,,8a1bc808-97c6-48ed-8a1d-ddf3786a1c2c,,2/8/2023 18:26,2/8/2023 18:33,2-Aug-23,,,,,Kayla Martin,Nathan Patel,Emily Chen,0-30,Evening,5
75e9a0c5-9d0e-4f14-96a3-87e0c84a0e1c,Inbound,Order Related,Delayed,Very good talking,94801e19-bb79-4f59-99e5-a3a3e84d30ac,22/07/2023 15:59,31/07/2023 19:19,1/8/2023 6:11,1-Aug-23,DARBHANGA,Books & General merchandise,532,,Amy Vazquez,Elijah Yamaguchi,Michael Lee,>90,Night,5
72a3ceda-d354-4e5d-a7fe-f915a6d188a6,Inbound,Returns,Reverse Pickup Enquiry,,749c5094-0183-4b25-b279-25cd82141455,,1/8/2023 17:13,1/8/2023 18:30,1-Aug-23,,,,,Jon Moore,Ava Wong,William Kim,On Job Training,Evening,4
a346923d-f0bc-4a09-a35c-e17bcaf5214f,Inbound,Returns,Reverse Pickup Enquiry,,88879d54-72a1-4998-a61b-f5c9da428474,,2/8/2023 11:24,2/8/2023 14:46,2-Aug-23,,,,,Tammy Cochran,Madison Kim,John Smith,>90,Split,5
7d3d303f-c863-4939-be2c-473d8df09ddb,Outcall,Returns,Return request,Good ,eae1ed9e-0a5d-470f-b386-e108149564d8,,2/8/2023 17:57,2/8/2023 18:03,2-Aug-23,,,,,Richard Barber,Alexander Tanaka,Michael Lee,0-30,Evening,5
e7947d79-a3ec-4a3a-b885-0654f753cd2c,Inbound,Order Related,Customer Requested Modifications,,c0151274-4e75-4309-98b4-2cc7d64cf2ac,31/07/2023 19:37,1/8/2023 7:49,1/8/2023 7:52,1-Aug-23,,Mobile,68999,,Lawrence Phillips,Sophia Sato,John Smith,0-30,Morning,5
79bfdaf2-bf70-4b70-aeb3-d5b4c0370b64,Inbound,Returns,Missing,,10abb1f8-ebe0-44f0-a6cf-e66746c4c3f1,,1/8/2023 6:29,2/8/2023 15:34,2-Aug-23,,,,,Austin Gregory,Olivia Suzuki,John Smith,31-60,Morning,4
7b1edfc1-9335-40b9-ac2a-0d15abb3d7ed,Email,Feedback,UnProfessional Behaviour,,1335b728-60f5-42f9-8d91-1c34979776ce,,2/8/2023 11:29,2/8/2023 13:21,2-Aug-23,,,,,Karen Schultz,Evelyn Kimura,John Smith,0-30,Morning,4
9bfc80bf-2e18-45f1-b895-cc1c21d5fe3a,Inbound,Returns,Reverse Pickup Enquiry,Problem resolve fast ,4e70d8ea-251d-403f-bf51-7169279ceb4e,,1/8/2023 20:09,1/8/2023 20:20,1-Aug-23,,,,,Rebecca Walker,Logan Lee,Emily Chen,61-90,Evening,4
52bf540d-abd0-4950-ac01-40dffad5ae72,Inbound,Order Related,Seller Cancelled Order,,52a4a38a-586c-43ca-a1ee-862e0616fbee,,1/8/2023 10:59,1/8/2023 11:00,1-Aug-23,,,,,Kimberly Rogers,Scarlett Chen,John Smith,0-30,Morning,1
7bc2057b-9bb2-4c98-986d-c0f8a06cf9c3,Outcall,Returns,Return request,It should be online not with talk.,24cfafa5-37b4-4c83-b326-b02b039cc874,,1/8/2023 16:35,2/8/2023 8:43,2-Aug-23,,,,,Miss Donna Robertson,Jackson Park,William Kim,On Job Training,Evening,5
91db2954-55d0-4065-a5e6-574b5cc1c8d0,Inbound,Returns,Service Centres Related,Invoice is not available for mattress purchased in march 2022.This is a big lapse of Shopzilla.,720ded94-701a-4c8c-8374-f04f867578ff,,1/8/2023 18:31,1/8/2023 19:12,1-Aug-23,,,,,Rebecca Walker,Logan Lee,Emily Chen,61-90,Evening,5
59edf0b5-0817-4021-a2e4-ba4fd320e02e,Inbound,Returns,Reverse Pickup Enquiry,,e86cca91-d379-4dec-bec3-f4398dd42903,,2/8/2023 14:11,2/8/2023 14:14,2-Aug-23,,,,,John Jones,Aiden Patel,John Smith,>90,Morning,4
4588d74b-76b3-419f-aee1-834ad9a974dc,Inbound,Shopzilla Related,Shopzila Premium Related,Thank you so much ji,b1d0aa26-93a7-4eb1-9fb7-5448c222fd92,,2/8/2023 19:25,2/8/2023 19:29,2-Aug-23,,,,,Joseph Harris,Nathan Patel,John Smith,>90,Split,5
e5413279-f68e-4963-a53c-f087f3cc6b02,Outcall,Returns,Return request,Please Send Good delivery partners,fe93a278-88d5-45ed-83c5-c4d28db0611e,,2/8/2023 21:39,2/8/2023 21:40,2-Aug-23,,,,,Cole Carlson,Ava Wong,William Kim,On Job Training,Evening,5
4de8bb25-fb8a-4e0e-8336-a02abadc244e,Inbound,Order Related,Order status enquiry,,5e18f8b4-2407-47e2-a6cb-683939256e86,22/07/2023 17:00,1/8/2023 18:36,1/8/2023 19:42,1-Aug-23,SUNDERBANI,LifeStyle,614,,Megan Bartlett,Carter Park,Michael Lee,>90,Evening,4
bb6a7079-2123-442a-acde-b272d7ed581d,Inbound,Order Related,Delayed,,8912c808-e0ae-47f2-9839-ef1cf300938f,28/07/2023 17:07,1/8/2023 14:20,1/8/2023 14:22,1-Aug-23,KURUKSHETRA,Books & General merchandise,562,,Amanda Sloan,Elijah Yamaguchi,John Smith,>90,Evening,5
9dc53485-7e52-4848-b33c-5624f8f3c28f,Inbound,Product Queries,Product Specific Information,Good ,0fe3f862-1ef5-487c-8521-80a3bc21345f,,1/8/2023 13:45,1/8/2023 14:03,1-Aug-23,,,,,Erin Smith MD,Evelyn Kimura,John Smith,0-30,Morning,5
f0a09b0f-0d1a-4d09-bdba-120076bb9580,Outcall,Order Related,Order status enquiry,,95d54ed7-2530-4561-aa3d-7d691e3bba0f,,1/8/2023 15:39,1/8/2023 15:40,1-Aug-23,,,,,Taylor Nelson,Zoe Yamamoto,Emily Chen,>90,Afternoon,5
f2626747-6a17-42ff-b683-0a3b49e455f6,Inbound,Feedback,UnProfessional Behaviour,,ee8adcc5-d3b9-4f7e-938c-5225744b2ed4,,1/8/2023 17:29,1/8/2023 18:04,1-Aug-23,,,,,Carla Morgan,Nathan Patel,Emily Chen,0-30,Evening,5
02ed32bc-a7ba-42cb-9802-3386cc73399f,Inbound,Returns,Reverse Pickup Enquiry,,b0f4c85e-0ce1-495d-b4fb-0efaf8d472bf,,2/8/2023 10:20,2/8/2023 10:30,2-Aug-23,,,,,Steven Cline,Emily Yamashita,John Smith,>90,Morning,4
9409d529-13ba-47aa-9a65-f0e3d2821a22,Inbound,Returns,Reverse Pickup Enquiry,,cbab11f8-57a9-4126-b650-a0bc257f4a4f,,2/8/2023 12:55,2/8/2023 12:56,2-Aug-23,,,,,Emily Mckenzie,Amelia Tanaka,Emily Chen,>90,Split,4
061f7a75-bc62-419e-9e91-913819c983b7,Outcall,Payments related,Online Payment Issues,,27f198d3-93ab-4285-bda4-7c94f4adf8bb,,2/8/2023 14:05,2/8/2023 14:06,2-Aug-23,,,,,Anthony Reeves,Nathan Patel,Michael Lee,>90,Night,5
dbef4820-3f65-48a4-ba74-90649f7199ea,Inbound,Order Related,Delayed,Thank you,b84edd56-0059-4780-a876-85b048b462e3,21/07/2023 14:54,1/8/2023 13:39,1/8/2023 13:41,1-Aug-23,HYDERABAD,LifeStyle,279,,David Meyers,Isabella Wong,Emily Chen,>90,Afternoon,5
ea731e97-833b-4168-a728-0064ce10fa0e,Inbound,Returns,Reverse Pickup Enquiry,,8d699042-1db6-496a-a0a3-1ea98c5172b8,,1/8/2023 14:16,1/8/2023 14:28,1-Aug-23,,,,,Carl Douglas,Emily Yamashita,Michael Lee,31-60,Morning,1
a3e17a85-cc2d-458a-a88c-bd3630884309,Inbound,Returns,Reverse Pickup Enquiry,,121abf69-7b5a-491d-94ab-9d0161af3c8e,,2/8/2023 19:23,2/8/2023 19:23,2-Aug-23,,,,,Micheal Wagner,Aiden Patel,John Smith,>90,Evening,5
a21869ad-eb80-4ccc-987a-3edc3be538fd,Inbound,Returns,Reverse Pickup Enquiry,,617a58c8-6e8b-4676-999a-430ebbccba43,12/7/2023 19:16,1/8/2023 9:50,1/8/2023 9:55,1-Aug-23,KOTA,LifeStyle,1499,,Brittany Nunez,Emily Yamashita,John Smith,61-90,Evening,5
6736c438-b391-4dd3-a300-7f3ccac47966,Inbound,Feedback,UnProfessional Behaviour,Thank you for my supporter Costmer,255e54df-c94c-4f8d-9bf1-fec18f268e69,,1/8/2023 13:32,1/8/2023 13:33,1-Aug-23,,,,,Dominique Roberts,Ava Wong,Olivia Tan,>90,Morning,5
f5b34d42-ffc6-492f-ba16-e08966b960be,Inbound,Returns,Return request,,ac88ff9d-7132-4d57-886c-917554b78434,,1/8/2023 14:20,1/8/2023 14:24,1-Aug-23,,,,,Mary Johnston,Zoe Yamamoto,John Smith,>90,Afternoon,5
fc091d2f-f422-4d36-8fd1-9b4f0846bc41,Inbound,Returns,Reverse Pickup Enquiry,"I am very much disappointed, the behavior by Shopzilla.track record of a plus member doesn't matter.only matter policy. Only to mask up the fault of customer executive and delivery executive the customer is accused. It was already written in the complaint that the product was broken but only the word \""defective\"" is being highlighted. Basing on it til date the customer care is still misleading.if open Box doesn't allow replacement then why customer care approveokvereplacement re",8b041ebc-2fca-4deb-a463-2e85881d958e,,2/8/2023 10:16,2/8/2023 16:59,2-Aug-23,,,,,Christopher Mcintosh,Oliver Nguyen,John Smith,>90,Morning,1
0b940793-f0eb-4fb4-b138-8475cde488d6,Inbound,Returns,Fraudulent User,,56f2e972-0767-4a55-ba7a-c552eceaeb60,27/07/2023 23:27,30/07/2023 15:04,2/8/2023 13:59,2-Aug-23,BANGALORE,Books & General merchandise,294,,Stacey Miller,Emma Park,John Smith,>90,Afternoon,5
8be3c97d-d59a-426f-9811-377e3b541647,Inbound,Order Related,Delayed,,4c5db812-49c6-4dd3-b171-6f613c0a62d5,,1/8/2023 11:09,1/8/2023 11:43,1-Aug-23,,,,,Gabriel Hansen,Aiden Patel,John Smith,>90,Morning,4
0eb446c9-f3bf-4c70-a771-0e3e473ed238,Outcall,Shopzilla Related,General Enquiry,,f68587e7-99d2-41f2-8007-cd42d6fb8a53,,2/8/2023 20:59,2/8/2023 21:00,2-Aug-23,,,,,Veronica Choi,Noah Patel,Michael Lee,31-60,Night,5
5f3466d2-37a3-4ca3-9cce-1763ca14e53e,Outcall,Returns,Return request,Good customer policy ,a43665d5-c860-4ad6-81f9-fbfb2d7486d0,19/07/2023 22:01,2/8/2023 10:48,2/8/2023 11:04,2-Aug-23,NARWANA,Electronics,899,,Edward Perez,Olivia Wang,Olivia Tan,>90,Morning,5
5f3c9521-8105-4199-ab98-ae7f7e7a9997,Inbound,Returns,Return request,Do not send the wrong product which is not matching with the ordered product.,86269433-0ecd-4fd2-8867-9d050d115ae3,24/07/2023 11:15,30/07/2023 20:16,1/8/2023 18:56,1-Aug-23,LINGOTAM,LifeStyle,649,,David Meza MD,Olivia Suzuki,John Smith,31-60,Morning,5
0e037912-8a5c-4074-a271-1670773f452f,Inbound,Payments related,Payment related Queries,,bb8d354b-3f97-4ff1-9ebb-3279b6a52ee2,,1/8/2023 9:48,1/8/2023 9:49,1-Aug-23,,,,,Michael Morton,Scarlett Chen,John Smith,0-30,Morning,4
052555db-6ebf-4057-9dc6-05c0e365c794,Inbound,Order Related,Seller Cancelled Order,,315906cb-94c8-43c0-bb0c-e90ccb2e9bf1,,1/8/2023 12:09,1/8/2023 12:11,1-Aug-23,,,,,Jamie Smith,Scarlett Chen,John Smith,0-30,Morning,5
7917c19b-039b-4ab4-8c5b-2015fa162eb0,Inbound,Refund Related,Refund Related Issues,,ae990222-f543-4d75-bbcf-3b07d010b4c6,,1/8/2023 17:10,1/8/2023 17:29,1-Aug-23,,,,,Joseph Brown,Brayden Wong,Olivia Tan,>90,Morning,5
f5ba7409-0889-457d-a730-5c2f6becc9c1,Inbound,Returns,Return request,Shopzilla is very goodAnd costume care help is very nice,1dfcc370-57a8-447b-83a9-b1c81984d6af,,1/8/2023 17:37,1/8/2023 17:42,1-Aug-23,,,,,Anthony Reeves,Nathan Patel,Michael Lee,>90,Night,5
0c5a63f4-117b-46d8-9599-a80eb163d5dd,Inbound,Returns,Reverse Pickup Enquiry,,cdda21eb-9735-4d19-9f65-21299be60666,,2/8/2023 15:14,2/8/2023 15:21,2-Aug-23,,,,,Laura Beck,Noah Patel,Emily Chen,>90,Afternoon,1
fa0bdcfe-c304-44e6-b6ab-560caee79ab7,Inbound,Returns,Reverse Pickup Enquiry,,ec83e515-966b-49fe-af58-21769440c001,14/07/2023 01:15,2/8/2023 1:48,2/8/2023 1:56,2-Aug-23,PUNE,Mobile,28999,,Kimberly Bryan,Emily Yamashita,Michael Lee,31-60,Morning,5
8b4b70f0-cbb8-4541-8e0a-ac1bcacc4920,Inbound,Order Related,Priority delivery,,8e2dd127-c832-467d-a460-af5984be6f37,,1/8/2023 11:31,1/8/2023 11:32,1-Aug-23,,,,,Deanna Wright,Jackson Park,William Kim,On Job Training,Morning,1
393b68e3-b63c-4acd-ae0f-d2bed32e8f9a,Inbound,Shopzilla Related,Shopzila Premium Related,Nice????,07a97c5c-940b-441f-a9af-c5685f357510,,1/8/2023 20:37,1/8/2023 20:38,1-Aug-23,,,,,Samuel Ramos,Nathan Patel,Michael Lee,>90,Split,5
14445768-0212-4813-b961-62369054f3e1,Inbound,Payments related,Online Payment Issues,,b33f0144-e46e-418d-bf96-857972fe9ce5,,2/8/2023 19:29,2/8/2023 19:32,2-Aug-23,,,,,Kathryn Jones,Ethan Nakamura,Emily Chen,0-30,Evening,5
fa0b2f8a-34bc-4747-a642-e171f28f2299,Inbound,Order Related,Priority delivery,This is the worst experience of talking to a customer support. He put my call on hold for nothing. I Hope it will improve in future.,10ab35e7-aa36-4ad4-913f-5c1a38ceec26,19/07/2023 13:56,1/8/2023 8:56,1/8/2023 8:58,1-Aug-23,JANJGIR - CHAMPA,Mobile,29999,,Scott Chang,Carter Park,Jennifer Nguyen,On Job Training,Morning,1
f4fd4c99-9189-43d5-bc0d-8fa922ee3c95,Inbound,Order Related,Delayed,,cabb9b5b-f960-4222-8916-82f76025b15d,20/07/2023 21:14,1/8/2023 10:36,1/8/2023 10:38,1-Aug-23,TRICHY,Mobile,32999,,Samuel Douglas,Abigail Suzuki,Jennifer Nguyen,On Job Training,Morning,5
ff11048a-7044-4fc8-b6b6-9ddc5a34f621,Inbound,Order Related,Seller Cancelled Order,Very bad,ca9f4b40-b556-43d1-a936-1c25ca99ad38,,2/8/2023 9:27,2/8/2023 11:16,2-Aug-23,,,,,Nicole Zavala,Oliver Nguyen,John Smith,>90,Morning,1
934b5817-7de6-42a4-83b1-0ab97be723d8,Outcall,Order Related,Installation/demo,,6a87af16-945e-4696-bbb9-b4f66f48cf0b,,2/8/2023 19:57,2/8/2023 20:02,2-Aug-23,,,,,Raymond Mcgee,Ava Wong,Olivia Tan,>90,Evening,5
3d02fbe7-21a3-4cd2-a324-e3f1e82bbf3a,Inbound,Product Queries,Product Specific Information,Very nice ,0d1b1adc-41ba-45d2-9fc1-8d2be2784abf,,1/8/2023 9:11,1/8/2023 9:12,1-Aug-23,,,,,Mark Pollard,Noah Patel,Emily Chen,>90,Split,5
c125c570-9148-4573-bb55-4d368c35a795,Inbound,Shopzilla Related,General Enquiry,,2bc46c81-3bcf-4857-9a97-dd9924dbd7bb,,1/8/2023 16:04,1/8/2023 16:07,1-Aug-23,,,,,Russell Ramsey,Zoe Yamamoto,Emily Chen,>90,Afternoon,5
2fdc0f14-f17f-4c45-b6bb-2314cdae217a,Inbound,Order Related,Order status enquiry,,e22d35bd-51c0-4a41-953a-31af08e0f562,31/07/2023 11:53,1/8/2023 8:08,1/8/2023 8:10,1-Aug-23,,Mobile,59999,,Stanley Hogan,Harper Wong,Emily Chen,>90,Split,5
e3e07e23-5860-4f19-ab76-60ccb0b01d18,Inbound,Order Related,Invoice request,,21299633-523a-4e61-bebe-87fb68ca3f0b,,1/8/2023 8:01,1/8/2023 8:14,1-Aug-23,,,,,Timothy Cline,Wyatt Kim,Jennifer Nguyen,On Job Training,Morning,5
95f05578-cdc0-49b3-846c-c088dc4b5ac3,Inbound,Order Related,Order status enquiry,,ed5c8f35-a030-49d2-a44b-02ba2bafc810,,2/8/2023 11:44,2/8/2023 11:45,2-Aug-23,,,,,Alicia Payne,Olivia Suzuki,Jennifer Nguyen,On Job Training,Morning,1
9126a30a-1230-4aa0-998f-96b0f05998f4,Inbound,Order Related,Order status enquiry,Good,1d2d7b09-778f-456b-9746-7c9521a05f2e,25/07/2023 10:23,1/8/2023 17:49,1/8/2023 19:35,1-Aug-23,PATTI,Electronics,1499,,Jenna Henry,Lily Chen,Michael Lee,>90,Evening,5
906a0581-5c2c-4f95-b1a4-fe551f7a7072,Inbound,Order Related,Delayed,Not work Shopzilla worker,de2b9678-74a7-44cb-b860-341b45abd7bb,28/07/2023 20:48,31/07/2023 20:56,1/8/2023 6:33,1-Aug-23,FARIDABAD,Mobile,13999,,Steven Wilson,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,1
0927d7e8-e5b7-40fc-854a-7677e4d4719d,Inbound,Order Related,Order status enquiry,Thanks ,d0b7036d-298e-4691-91ec-3a66a19d4b2f,27/07/2023 23:23,2/8/2023 15:28,2/8/2023 16:05,2-Aug-23,MUZAFFARPUR,Electronics,2399,,Catherine Gibson,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,3
b7a0e21c-f273-4f21-adb4-6b0651dc184a,Outcall,Payments related,Payment related Queries,,08b4c48b-a186-4cfe-8905-491ae8edfdc6,,2/8/2023 11:25,2/8/2023 11:26,2-Aug-23,,,,,Chad Burns,Ava Wong,William Kim,On Job Training,Evening,5
7e98d939-c08b-4c97-a543-43b3364c6d66,Inbound,Order Related,Invoice request,Please provide download invoice button,55c86fd3-04c7-4690-beb5-0c9bd2762ea4,,2/8/2023 12:46,2/8/2023 12:47,2-Aug-23,,,,,Nathaniel Smith,Evelyn Kimura,John Smith,0-30,Morning,5
e5d03a76-0054-45a2-80b1-f32e6b061d3c,Inbound,Returns,Reverse Pickup Enquiry,,e3850013-9556-44fb-a979-9b78c96f38ce,,2/8/2023 16:30,2/8/2023 16:31,2-Aug-23,,,,,Joseph Gibson,Layla Taniguchi,Emily Chen,>90,Morning,5
a4dd2269-8b9d-40a9-b690-3e892fea900c,Inbound,Returns,Reverse Pickup Enquiry,,1fe77a05-873a-4485-8890-5ca42c06d957,,1/8/2023 9:16,1/8/2023 9:18,1-Aug-23,,,,,Gregory Davenport,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening,5
a131833b-d8b8-43d8-a529-437791b104a5,Inbound,Refund Related,Refund Related Issues,,d38eb217-9749-4a28-978c-665336a97e52,,1/8/2023 18:53,1/8/2023 18:57,1-Aug-23,,,,,Brittany Tran,Landon Tanaka,Emily Chen,>90,Morning,5
2e75901d-8c0e-4d0c-9c60-74a9a278fbbb,Inbound,Order Related,Delayed,I am very happy ,902a83b6-4a8e-4683-814d-6da47a0a7eba,,1/8/2023 21:32,1/8/2023 21:37,1-Aug-23,,,,,Jessica Santos,Elijah Yamaguchi,Emily Chen,31-60,Split,5
30debfcd-db19-4c5d-be97-393fb484397b,Inbound,Returns,Reverse Pickup Enquiry,Thank you ,121f0bc1-4833-4887-a934-8a24dd4736df,,2/8/2023 12:54,2/8/2023 12:58,2-Aug-23,,,,,Toni Rodriguez,Dylan Kim,Michael Lee,>90,Morning,5
1915d596-7835-46fa-8488-fa55f154b62a,Outcall,Product Queries,Product Specific Information,I am a plus member. This time very bitter experience from Shopzilla. The delivered product didn't fulfill my expectations. It is very small in size. It looks duplicate also. I want to return it and get back my money. Kindly make arrangements so that I can return it and get my money back.,89f54207-e5f9-4ad1-9078-faf30d529cb0,,2/8/2023 8:33,2/8/2023 9:59,2-Aug-23,,,,,Joshua Mccarthy,Olivia Suzuki,John Smith,31-60,Morning,2
7bc75699-399c-464e-84b5-e9bf222886d9,Inbound,Returns,Missing,,32cc8b5e-a777-41da-b01a-b41e06d309da,,2/8/2023 20:48,2/8/2023 20:48,2-Aug-23,,,,,Ryan Thompson,Olivia Wang,Emily Chen,31-60,Evening,1
f2534c33-8be3-4934-9538-2dbeb05aa914,Inbound,Refund Related,Refund Enquiry,Super ,d3160c9e-1ea1-4737-a634-077de8c8d480,23/07/2023 18:41,1/8/2023 1:48,1/8/2023 1:49,1-Aug-23,HASSAN,Books & General merchandise,160,,Paul Cunningham DVM,Nathan Patel,John Smith,>90,Afternoon,5
5d05c502-2e5d-40ce-8954-ac39fbff8b28,Inbound,Returns,Return request,,9cf147e3-30e9-4797-ac8b-080454d31026,19/07/2023 09:45,2/8/2023 13:31,2/8/2023 13:33,2-Aug-23,JHUJHUNU,Electronics,2149,,David Reed,Madison Kim,John Smith,>90,Morning,5
a77a3946-9979-442d-8d20-55defc8ea24c,Inbound,Order Related,Order status enquiry,Very good ?? ,a9f9e4c2-7d34-4eea-92b5-af6c3dfafeb5,,1/8/2023 8:55,1/8/2023 8:58,1-Aug-23,,,,,Tammy Cochran,Madison Kim,John Smith,>90,Split,5
c28f0c6c-ef6c-4203-b6bd-ccc48e7a3875,Inbound,Returns,Reverse Pickup Enquiry,Good response from customer service ,f8e9261b-e204-4192-9540-ab72ac093a95,,1/8/2023 12:02,1/8/2023 12:08,1-Aug-23,,,,,Austin Gregory,Olivia Suzuki,John Smith,31-60,Morning,5
10cb074e-a429-4fa1-b162-0df2f7e859e4,Inbound,Returns,Missing,Good service ,f539fb58-a092-4413-b484-375865e70aa4,,1/8/2023 23:47,1/8/2023 23:47,1-Aug-23,,,,,Morgan Zavala,Nathan Patel,Emily Chen,0-30,Evening,5
941d2585-5392-48a6-b2fe-a74feabb0a0e,Outcall,Returns,Reverse Pickup Enquiry,,270618f7-039a-4067-b8b9-881092b1732f,,2/8/2023 9:10,2/8/2023 9:24,2-Aug-23,,,,,Austin Gregory,Olivia Suzuki,John Smith,31-60,Morning,4
6fa0d1a5-0545-40b5-8a9a-338359691b5b,Outcall,Returns,Return request,,723824d9-955c-43ba-a9de-80a562b4c7dc,,2/8/2023 12:09,2/8/2023 12:13,2-Aug-23,,,,,David Smith,Nathan Patel,John Smith,>90,Split,5
